molecule,gene,start,end,strand,orientation,gc_content,annotation
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_1,220,780,forward,0,0.41,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_2,786,1271,reverse,1,0.412,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_3,1472,1741,reverse,1,0.5,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_4,1771,3072,reverse,1,0.407,MCP
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_5,3069,3887,reverse,1,0.421,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_6,3901,4485,reverse,1,0.446,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_7,4645,4869,reverse,1,0.48,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_8,4847,5059,reverse,1,0.408,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_9,5068,5667,reverse,1,0.412,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_10,5693,6337,reverse,1,0.436,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_11,6403,6765,forward,0,0.427,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_12,6777,7499,forward,0,0.411,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_13,7526,8077,forward,0,0.418,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_14,8087,8434,reverse,1,0.443,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_15,8573,8812,reverse,1,0.35,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_16,8828,9307,reverse,1,0.433,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_17,9365,10270,forward,0,0.481,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_18,10321,10740,forward,0,0.45,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_19,10760,11134,reverse,1,0.411,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_20,11184,12734,reverse,1,0.423,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_21,12855,13316,reverse,1,0.416,hypothetical
Vibo_tig00019442-10-136670_plv,Vibo_tig00019442-10-136670_plv_22,13458,13694,reverse,1,0.376,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_1,166,846,forward,0,0.58,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_2,1012,1482,forward,0,0.552,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_3,1501,2124,forward,0,0.607,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_4,2128,2427,reverse,1,0.543,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_5,2481,2969,forward,0,0.624,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_6,2984,3448,reverse,1,0.585,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_7,3484,3816,forward,0,0.577,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_8,3930,5201,forward,0,0.597,MCP
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_9,5271,5621,forward,0,0.647,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_10,5698,6150,forward,0,0.6,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_11,6214,6669,forward,0,0.555,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_12,6726,7013,forward,0,0.569,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_13,7021,7959,reverse,1,0.559,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_14,8012,8245,forward,0,0.603,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_15,8291,8947,reverse,1,0.597,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_16,9079,9816,reverse,1,0.589,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_17,9839,10129,reverse,1,0.663,hypothetical
Vibo_tig00024931-10-107240_plv,Vibo_tig00024931-10-107240_plv_18,10169,10747,reverse,1,0.56,hypothetical
