molecule,gene,start,end,strand,orientation,gc_content,annotation
Lyne_tig00033829-10-240680_vph,Lyne_tig00033829-10-240680_vph_28,20566,21543,reverse,1,0.222,hypothetical
Lyne_tig00033829-10-240680_vph,Lyne_tig00033829-10-240680_vph_29,21643,21975,reverse,1,0.237,hypothetical
Lyne_tig00033829-10-240680_vph,Lyne_tig00033829-10-240680_vph_30,22078,23991,reverse,1,0.23,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_1,217,1206,forward,0,0.239,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_2,1224,1475,reverse,1,0.242,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_3,1629,2339,reverse,1,0.245,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_4,2463,2975,forward,0,0.212,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_5,3127,3549,forward,0,0.232,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_6,3573,4124,forward,0,0.23,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_7,4237,4368,forward,0,0.212,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_8,4455,4568,forward,0,0.254,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_9,4544,4738,forward,0,0.246,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_10,4865,5719,reverse,1,0.263,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_11,5860,6246,reverse,1,0.233,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_12,6260,6655,reverse,1,0.394,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_13,6688,7038,reverse,1,0.313,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_14,7170,7709,reverse,1,0.278,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_15,7925,8455,reverse,1,0.32,MCP_1
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_16,8629,9618,reverse,1,0.319,MCP_1
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_17,9896,10270,reverse,1,0.28,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_18,10300,11115,reverse,1,0.206,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_19,11358,12269,forward,0,0.275,Penton_1
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_20,12310,12870,forward,0,0.253,PRO_1
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_21,13066,13272,reverse,1,0.386,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_22,13536,13739,forward,0,0.358,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_23,13763,14002,reverse,1,0.246,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_24,14072,14884,forward,0,0.267,ATPase_1
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_25,14978,15388,reverse,1,0.268,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_26,15439,16917,reverse,1,0.332,hypothetical
Lyne_tig00044463-10-176290_vph,Lyne_tig00044463-10-176290_vph_27,17339,17710,forward,0,0.266,hypothetical
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_1,3,101,reverse,1,0.263,hypothetical
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_2,562,939,forward,0,0.228,hypothetical
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_3,1631,1942,forward,0,0.234,ATPase_1
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_4,1943,2197,reverse,1,0.286,hypothetical
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_5,2281,2658,reverse,1,0.307,hypothetical
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_6,2854,2982,reverse,1,0.209,hypothetical
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_7,2930,3130,reverse,1,0.234,hypothetical
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_8,3070,3186,reverse,1,0.291,hypothetical
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_9,3233,3439,reverse,1,0.285,hypothetical
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_10,3659,4006,reverse,1,0.316,hypothetical
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_11,4215,4721,reverse,1,0.26,Penton_1
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_12,4794,5138,reverse,1,0.255,Penton_1
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_13,5159,5320,reverse,1,0.204,PRO_1
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_14,5536,5760,reverse,1,0.307,hypothetical
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_15,5809,6117,reverse,1,0.327,hypothetical
Skiv_tig00138093-10-67990_vph,Skiv_tig00138093-10-67990_vph_16,6197,6610,forward,0,0.268,hypothetical
Vibo_tig00073545-10-42870_vph,Vibo_tig00073545-10-42870_vph_1,3,158,reverse,1,0.641,hypothetical
Vibo_tig00073545-10-42870_vph,Vibo_tig00073545-10-42870_vph_2,203,922,reverse,1,0.59,ATPase_1
Vibo_tig00073545-10-42870_vph,Vibo_tig00073545-10-42870_vph_3,1169,2401,forward,0,0.619,Penton_1
Vibo_tig00073545-10-42870_vph,Vibo_tig00073545-10-42870_vph_4,2643,4310,forward,0,0.625,MCP_1
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_1,1,309,reverse,1,0.385,hypothetical
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_2,269,892,reverse,1,0.394,hypothetical
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_3,1072,1458,reverse,1,0.375,MCP_1
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_4,1494,1751,reverse,1,0.318,MCP_1
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_5,2822,3937,reverse,1,0.335,Penton_1
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_6,3972,4889,forward,0,0.229,hypothetical
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_7,4890,5675,forward,0,0.318,ATPase_1
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_8,5672,7828,reverse,1,0.332,hypothetical
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_9,7941,8309,reverse,1,0.249,hypothetical
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_10,8372,8587,reverse,1,0.273,hypothetical
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_11,8621,8911,reverse,1,0.268,hypothetical
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_12,8966,10354,reverse,1,0.297,hypothetical
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_13,10411,10956,reverse,1,0.353,hypothetical
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_14,11137,11631,forward,0,0.313,hypothetical
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_15,11712,11936,forward,0,0.276,hypothetical
Viby_tig00043866-10-124870_vph,Viby_tig00043866-10-124870_vph_16,11922,12380,reverse,1,0.309,hypothetical
